"z_mean","z_max","z_sd","z_cv","z_p10","z_p25","z_p50","z_p75","z_p90","z_p95","z_p99","pct_above2","pct_above5","pct_above10","i_mean","i_sd","n_points"
11.1434768775529,29.69,5.11714279224044,0.459205223689949,3.968,7.872,11.447,14.121,17.292,20.018,24.343,95.4746059910528,86.7250172743009,62.36700792891,10335.400405486,7980.30729724174,111243286
