"Site","Area_ha","N_trees_Silva2016","N_trees_Dalponte2016","Mean_H_max_m","Mean_DBH_cm","Mean_Crown_m2","AGB_Soraya_total_Mg","AGB_Soraya_Mgha","AGC_Soraya_total_Mg","AGC_Soraya_Mgha","AGB_Kom_total_Mg","AGB_Kom_Mgha","BGB_Kom_total_Mg","AGC_Kom_total_Mg","AGC_Kom_Mgha","AGB_Chave_total_Mg","AGB_Chave_Mgha","AGC_Chave_total_Mg","AGC_Chave_Mgha","Val_Dalp_Precision","Val_Dalp_Recall","Val_Dalp_F1","Val_Dalp_IoU","Val_Dalp_RMSE_H","Val_Dalp_MAE_H","Val_Dalp_RMSE_CA","Val_Dalp_MAE_CA","Wood_density_gcc","CF_IPCC","EPSG","Processed_at"
"1E_05",6.2258,3812,3716,13.746,40.118,16.723,5731.887,920.672,2693.987,432.716,7382.465,1185.793,2320.223,4560.264,732.483,4234.711,680.191,1990.314,319.69,1.0051,0.9798,0.9923,0.7713,1.2211,0.466,3.7745,2.31,0.57,0.47,32749,"2026-06-09 08:16:43"
